Emote,Global emote,Channel emote,embedding
Gayge,TRUE,FALSE,"[-3.37206700e-02  3.80156040e-01  6.06820340e-01 -4.56055760e-01
  3.76460050e-01  5.39094900e-01  9.99747200e-01  7.12787600e-01
 -6.45515140e-01 -3.43339300e-01 -1.15315890e+00 -2.93419960e-01
 -2.93072070e-01  1.20117660e-01  1.29502820e+00  1.10862860e-01
  5.48172700e-01  3.11908720e-01  1.58058690e+00 -3.09202080e-01
 -1.27758610e+00  1.59475180e-01  6.95956600e-01 -4.17327900e-01
  1.31156880e-01 -2.08081540e-01  4.98702400e-01  5.78100500e-01
 -2.58818500e-01  1.23826460e+00  4.52411650e-01  3.32316250e-01
 -3.32977860e-01 -4.07840160e-01  6.39425600e-01  2.57914630e-02
  3.80488600e-01  2.82907130e-01  5.80577800e-01  1.20317146e-01
 -3.85788650e-01 -5.43688600e-02  8.98294400e-01 -8.84792030e-01
  5.17744660e-01 -1.38409210e+00  5.09190560e-01  2.46646670e-01
  9.49974700e-01 -5.65495250e-01 -2.49869230e-01  1.94895790e-01
  5.82316220e-02  5.85393500e-01  5.98788140e-01  3.55635340e-01
  4.02278780e-01 -7.37673800e-01 -5.10361800e-01 -1.81142520e-01
  3.50445030e-01  1.33205700e+00  3.27778640e-01 -4.42842500e-01
 -3.67009130e-01  2.24137550e-02 -2.46849900e-01  6.59265400e-02
 -1.61948920e-01 -1.52005020e+00 -9.64160740e-01 -7.42440900e-01
 -1.52979500e-01  7.98009340e-01 -1.36332690e-01 -1.57963350e-01
 -4.15321350e-01 -5.98108400e-01  3.54469450e-01 -4.50558140e-02
 -3.01119450e-01 -3.72981500e-01  6.03001900e-01 -1.70437120e+00
  1.27095800e+00  8.04958100e-01 -8.81814400e-01  6.69425800e-01
 -2.77199860e-01  2.11671870e-01 -2.65511360e-01  3.36311400e-01
  3.51473900e-01 -2.17671470e-02 -4.67776240e-01 -6.81148200e-01
 -3.93945540e-03 -1.42852990e+00  1.20624500e-01  4.76160470e-01
 -5.81163050e-01  3.78490900e-01 -1.67116150e-01  5.26691300e-01
  3.08500470e-01  5.16483860e-02  2.08922700e-01 -5.60109500e-01
 -9.91035760e-01  2.74707400e-01  9.57114700e-01 -9.79395400e-02
 -8.41471200e-01  5.58851000e-01 -5.93061450e-01  5.13756500e-01
  7.41397000e-02 -3.55081650e-01 -3.58904630e-01  2.16495350e-01
 -5.55371300e-01  9.40134150e-02  2.10748330e-02 -4.17214960e-01
  3.30752700e-01  1.42984290e-01 -5.39472100e-02 -4.96526360e-01
  2.75588950e-02  9.48298500e-01  1.10832730e+00 -5.17095000e-01
 -2.50417700e-01 -1.56755900e+00 -7.11773800e-01 -1.06549120e-01
  2.00976060e-01 -6.52088460e-01  1.91929820e-01 -2.34695300e-01
 -1.67158160e+00 -9.66188500e-01  9.60043000e-02  8.72721000e-02
 -5.39575340e-01  2.40799770e-01  5.45743600e-01 -9.19152260e-01
  9.94365930e-01 -1.65362100e-02 -6.32845760e-01  9.72530500e-02
  3.71114540e-02 -2.91510670e-01 -1.74148000e-01 -1.46073580e-01
  3.93233780e-01  4.06013280e-01 -1.69725540e-01  1.95646060e-01
  5.99289200e-02 -5.55031060e-01  1.21517160e+00  4.12955250e-01
  4.63975760e-01  7.94029600e-01 -5.58881500e-01  6.77352130e-01
 -6.29685300e-01  1.36627440e-01 -1.25352580e-01 -6.57449960e-01
 -5.29236600e-01  9.18266550e-02  1.56886090e+00 -3.40678900e-01
  3.23172540e-01 -3.96595120e-01  3.40854900e-01  1.75353750e-01
  8.80044460e-01  5.75493700e-01 -8.09333440e-01 -3.97679180e-01
  1.98801300e-01  5.94074300e-01  1.61022260e-01 -6.44317270e-01
 -6.16492870e-01  2.65662850e-01 -6.73596700e-01 -1.83389170e-02
 -1.39513920e+00 -1.88537270e-01  8.33963500e-03  2.11334800e-01
  7.74029100e-02  7.88089400e-01 -4.10343770e-01  5.45766530e-01
  2.60932480e-01 -6.19932900e-01 -5.22678800e-01  2.85507000e-01
 -6.38313740e-02  4.28753850e-01  3.73301660e-01 -1.10725590e+00
 -5.79173300e-01  2.54005070e-01 -1.16411220e+00  2.89163440e-02
  1.01226620e-01  2.20983800e-01 -2.98267000e-01 -1.88693080e-01
  1.57693270e-01 -1.39440330e+00 -5.78695400e-01  6.49984200e-02
  5.79631870e-01  5.80930000e-01  4.54017640e-01 -3.38508580e-01
 -1.59020970e+00 -5.03998200e-01  4.31793570e-01 -8.97281700e-01
  2.75605620e-01  2.75019760e-01  1.02213990e+00  2.91785060e-01
  4.43076670e-01  5.90457000e-01 -6.21046600e-02  2.54358320e-01
 -5.07581800e-01 -5.44270700e-01  7.17234900e-01  2.60566560e-01
  1.98058600e+00  2.60651230e-01 -4.75638570e-01 -3.62861870e-01
  4.89168800e-01 -4.23310280e-01  4.22694440e-01  2.29996300e+00
 -6.80014970e-01 -4.47041030e-01  5.52111960e-05  7.79421400e-01
  1.38067080e+00  8.14935600e-01  1.02235430e-01 -1.59732360e-01
  9.57720000e-01 -4.02394300e-02 -6.26987000e-03 -5.16472700e-01
 -9.73469600e-02  7.66159530e-01 -5.87637870e-02 -2.09659600e-01
  5.25524200e-02  6.50149800e-01 -2.21023620e-01  5.79121600e-02
  1.31581740e-01 -9.90889000e-01  1.10672270e+00  1.97226320e-01
 -3.79294160e-01  2.24992930e-01 -2.97957700e-01  9.10052500e-01
 -7.43973700e-01  1.51133780e+00 -1.58348080e-01  1.85569820e-01
 -6.38003350e-01  4.55015300e-01 -1.19423680e-01 -7.62353060e-01
 -3.70963660e-01 -2.69965800e-01  5.97320700e-01 -4.91006500e-01
  1.64218800e+00 -2.44471360e-01  6.87562700e-02  6.91232400e-01
 -1.55303820e-01 -1.51907470e+00 -1.21018890e+00  1.08191820e+00
 -6.23017300e-01  1.61639380e-01 -5.85033800e-01 -3.31729860e-01
 -2.93844670e-01 -7.83522000e-01  6.26821760e-01 -1.53982590e+00
 -3.23424230e-02 -6.91999000e-02 -4.52465740e-01  7.84816100e-01
  1.97726190e-01  2.13622640e-01 -1.04150040e+00 -1.83909800e-01
 -6.63925100e-02  7.20475800e-01 -1.10707740e+00 -4.77710660e-01
 -9.09559300e-01 -4.21452300e-01  3.61726950e-02 -1.62812600e+00
  4.22879760e-01  1.74656220e+00  1.39144670e+00 -6.84254500e-01
  3.56084440e-01  6.28411100e-01 -1.05767300e+00  9.61869900e-02
  6.34886500e-01 -2.33727220e-01 -2.01118450e+00 -2.72402670e-01
 -5.82714400e-01 -3.70736270e-01  6.96863500e-01 -2.43256360e-01
 -9.71576630e-01  6.82403270e-01 -5.15024200e-01 -5.67212160e-01
  1.32285690e+00 -4.21398940e-01 -7.65454230e-01  2.44077950e-02
 -5.82569430e-02 -1.46654220e-01  1.02305100e+00 -9.84072600e-03
 -2.79176680e-01 -8.38266600e-02  5.51542160e-01 -1.60767520e+00
  9.52024340e-01  1.36356380e+00  6.47649500e-01 -1.53216320e-01
 -9.59870700e-01 -1.61480100e+00 -5.53340800e-01  1.40151390e-02
  3.90628800e-01  1.27787840e+00 -1.49151050e+00 -3.56336740e-01
 -9.86061800e-01  6.33544800e-01 -2.36127960e-01 -4.37781300e-01
 -5.22512870e-02  9.47364700e-02 -3.25583040e-01  1.99472780e-01
  6.77611770e-01 -7.54624100e-01 -4.58756060e-01  8.03804900e-01
 -1.46688880e-01 -2.34482590e-01  8.03582500e-01 -2.49038320e-01
  3.01410700e-01 -7.52862700e-02  8.70439700e-01 -5.16005340e-02
 -3.72041370e-01  7.66265000e-02  1.00382830e+00 -7.77733000e-01
  9.36988700e-01 -8.37363700e-01  4.50488060e-01 -1.05623190e+00
  1.03410610e+00  1.48681580e-01 -3.58359580e-01  8.30442000e-01
  1.06216240e-01  1.29371520e+00 -1.07266130e+00  1.58929770e-01
  1.12340340e+00  4.31073130e-01  6.50164200e-01 -4.38192900e-01
  4.93600520e-01  8.34104700e-01  2.31840660e-01 -6.67012300e-01
  6.63795300e-01  1.55066250e+00  1.43492950e-01 -4.95312300e-02
 -1.05066620e-02  4.05744900e-01 -1.30567560e+00  9.88773800e-02
 -6.98882800e-02  3.59597600e-01 -8.25759800e-02  2.39028660e-01
  9.33303460e-02  2.27116170e-01 -1.05572070e-02 -1.28874850e-01
  1.28689530e-01 -5.74905800e-01  4.46963130e-01  4.03180660e-01
  1.55886750e-01 -7.17282600e-01  4.23251280e-02  7.13206900e-01
  3.89579420e-01 -1.30160850e-01  3.70805900e-01  3.38040400e-01
 -1.05301370e+00 -9.20223600e-01  9.10896900e-01 -7.04768900e-03
  5.10124300e-01  8.70569170e-01 -3.17646980e-01 -5.85922360e-01
  8.13448200e-02  2.98155800e-01 -6.92800700e-01  1.71704160e-01
 -6.13832650e-01 -2.48559920e-02 -6.05100150e-01  8.93733700e-02
  7.36053470e-01  9.20083000e-01  2.11310860e-01  7.29174500e-01
  1.31732150e-01 -9.50442300e-01  1.60340740e+00 -4.64520700e-01
  1.59162200e-01 -6.06054600e-01  2.99351870e-01  4.08442970e-01
 -3.97655870e-01 -1.68002000e-01  8.52138040e-01 -1.59337500e-01
  9.52151700e-03 -4.71059770e-01  1.71733140e-01 -3.16625500e-01
  9.90386300e-01 -7.67462430e-01  2.41926330e-01 -1.26220950e+00
  4.47033300e-01 -8.21128950e-03  2.49211460e-01 -4.04644850e-01
  5.07971050e-01  4.21210400e-02  1.61212600e-01  1.67940390e-02
  3.17612980e-01 -7.60313000e-01  4.48227800e-01 -5.21166500e-02
  3.21410240e-01 -4.18120030e-01 -2.58097330e-02  6.70503140e-01
 -7.38671000e-01 -5.03124540e-01 -6.78474200e-02 -1.27235410e-01
 -1.42359110e-01  3.30771770e-01  9.02520900e-01 -9.32121700e-01]"
Wokege,FALSE,HasanAbi,Does not exist
Sussy,FALSE,HasanAbi,Does not exist
pepeMeltdown,FALSE,HasanAbi,Does not exist
monkaS,TRUE,FALSE,"[ 3.88217840e-01  7.30623100e-01  4.28267800e-01 -3.11052950e-01
 -9.67082560e-01  3.29506870e-01 -3.43597100e-02 -3.49687400e-01
 -1.42079890e+00 -1.40594880e+00 -1.03647090e+00 -8.86720660e-01
  6.38975500e-01 -1.01640580e+00 -5.74641200e-01  3.32100780e-03
  4.48056980e-02  1.06827270e+00 -2.53842790e-02  4.75050550e-02
 -4.47200120e-01  5.23400380e-02  1.06211300e+00 -3.04951600e-01
 -1.93498850e-01 -4.80086650e-01 -6.75121700e-02  4.18969930e-01
  2.77819450e-01 -4.51132500e-02  2.07844050e-01  6.11360800e-01
 -3.77349900e-01  1.73767520e-01  5.21790500e-01 -7.40560400e-01
 -4.05213000e-01  6.95746400e-01 -5.83159570e-01 -2.28179900e-02
 -7.78148530e-01 -1.20367150e-01  2.84482840e-01  3.56878970e-01
 -1.57803800e-01 -1.48223820e+00 -1.37662290e-01  1.56045660e-01
  4.49777480e-01  1.90440830e-01 -6.56272300e-01  5.91200600e-01
  9.25348640e-01  1.10168540e+00 -3.69618600e-01 -1.78156870e-01
 -2.31772800e-01 -8.80675900e-01 -7.82926900e-02  2.30253380e-01
  3.81686480e-01  7.07510100e-01 -4.79831100e-01  5.13094540e-01
 -1.92709280e-01  2.20177350e-01  1.24025255e-01 -3.29143300e-01
  1.16520630e+00 -6.97489740e-01  9.10846600e-01  1.05700410e+00
  4.32782230e-01  3.31846680e-01  4.21317850e-01 -8.40309860e-01
 -3.86622100e-01 -7.75316300e-01 -1.15288500e+00  6.36824700e-01
  1.24951820e+00 -1.08493190e+00  1.97628810e-01 -1.00174920e+00
  1.77605460e+00  1.06235810e+00 -3.85799940e-01  4.52854420e-01
  1.11839970e+00 -5.09016500e-01 -5.89832500e-01  1.24158980e+00
  6.83730100e-01  1.39010220e-01  1.19436000e-01  6.74669740e-02
 -5.39164200e-01  4.11672500e-01 -1.24613240e+00  2.85150020e-01
  1.50064450e-01 -5.28295930e-01  2.57598580e-01  2.76478700e-01
 -9.12035100e-01  1.07621740e+00  8.66077800e-01 -6.20191630e-01
 -1.76286470e+00  2.75550880e-02  2.97027800e-01 -1.43276230e+00
 -1.80582430e+00  2.89763450e-01 -3.44484650e-03 -1.04260710e+00
  3.50576900e-02  3.15831360e-01  1.07815900e+00  1.30857780e-01
  2.24354200e-01  6.91811260e-01  1.84095800e-01 -1.13590920e+00
  9.93678200e-01  7.91027000e-01  2.02452800e-01 -1.90754120e-01
 -1.43736440e-01  6.33681100e-01  3.95411500e-01 -1.17828290e-01
  2.93972700e-01  9.42412700e-01  3.56285100e-01  8.18933100e-01
 -2.74076460e-01 -4.45566000e-02  2.33616430e-01 -1.71924080e-01
 -1.14515140e+00 -7.21557140e-01 -7.07126270e-03  5.49301100e-01
 -5.44230500e-01 -5.44322000e-01 -4.43066450e-01  2.90015490e-02
  9.63155300e-01  7.18200600e-01 -2.49862370e-01  8.63698070e-01
  1.11259630e+00 -2.27083070e-01  5.49136600e-01 -2.19319720e-01
 -4.08846100e-01  3.19012020e-01  5.90417400e-02  7.37557300e-01
  3.46625420e-01  1.60133200e-01 -6.04358800e-01  1.62300590e-01
  1.61674120e+00 -7.97206400e-01 -1.11509000e+00 -4.28319700e-01
 -1.67202070e+00 -5.37729400e-01  9.68663800e-02  9.17112100e-02
  5.66482100e-01 -3.23841800e-01  9.58489140e-04  1.92548670e-02
  2.87209490e-02 -8.71248900e-01 -3.39448180e-01  1.71475810e-01
 -6.70667200e-01  1.21935760e+00 -1.08656480e+00  4.38876300e-01
  9.25592060e-01  3.69292890e-01 -4.43809330e-01  3.19123500e-01
  4.07798140e-01  1.05096440e+00  4.39249070e-01 -2.13197920e-01
 -5.30183100e-01  6.36838140e-01 -6.41806500e-01 -1.03971280e+00
 -4.45681570e-01 -3.35036580e-01 -9.56797240e-01  1.90666540e+00
 -5.89345900e-02  1.00055470e+00 -3.09975860e-01  7.00704400e-01
  1.19833000e+00  4.36110730e-01  1.01862490e+00  2.44462370e-01
 -2.42534340e-01 -2.93060820e-02 -7.76717540e-01 -1.02560040e+00
  2.22741140e-01 -5.41009900e-01 -3.98567700e-02  1.85895160e-01
  1.09270290e+00  3.93393200e-01 -2.63197450e-01 -5.17616600e-01
  7.42299850e-01  4.50934830e-01  1.68182790e-01  4.48039230e-01
  5.19944370e-01  6.40395340e-01 -1.51015690e-02  2.57453200e-01
  1.00202230e-01 -2.89396700e-01 -6.73685300e-01  1.17445160e+00
 -2.05082730e+00  6.84161700e-01 -1.29716610e+00 -1.27736320e+00
 -9.77217500e-01  4.86108000e-02  1.05907820e+00  1.61066440e-01
  1.62807550e-01  1.14386260e+00 -6.13770070e-01 -1.44732040e-01
 -7.82313050e-01  1.06803830e-01 -2.47845470e-01  1.18837050e+00
 -8.09650540e-01  6.34005070e-01 -3.35717230e-01  4.73373980e-02
  5.18742800e-02 -3.60373820e-01  4.76341250e-01  5.11577700e-01
  2.86355600e-01 -8.57455550e-01 -3.51840470e-01 -6.06020800e-01
 -8.85403400e-01 -4.84070660e-01  3.07737850e-02 -3.17686830e-01
  1.30580840e-01 -3.50132320e-02 -9.40096900e-01 -1.85197980e-02
 -7.36348030e-01 -4.12724080e-01 -6.57245460e-01 -5.74582400e-01
 -2.58567840e-01  2.08231420e-01  3.86738120e-01  1.23304510e+00
  1.65084210e-01 -1.27954700e-01  3.06380720e-01 -4.67261100e-01
  3.35005020e-01  9.20765300e-01  1.17521610e+00  1.07851350e+00
  6.11037000e-02  8.65517900e-01  6.40167400e-01  2.70720450e-01
  7.31742140e-01  3.44299040e-02 -6.01998870e-01 -1.05991080e-01
  4.68476900e-01 -3.63208620e-01 -3.43651900e-01  1.94642320e-01
 -8.50360000e-01  7.87870470e-01 -1.88614980e-01  6.36322900e-01
  3.20867540e-01  7.62174000e-01  7.68507600e-01 -4.38147660e-01
  7.47109830e-01  7.88798870e-01  1.06901154e-01 -8.80407450e-01
 -2.48870800e-02 -3.24335660e-01 -3.31168000e-01 -5.53986900e-01
 -3.86383740e-01  7.04597600e-01 -1.38856800e-01  6.17251200e-01
 -5.41792150e-01  2.58029880e-01 -1.87646940e-01  7.63341370e-01
 -2.88069700e-02  3.80701360e-01 -2.14813100e-01  7.47272800e-01
 -2.03814570e-01  1.84759110e-01 -2.98769980e-01 -4.40236870e-01
  6.45756900e-01  9.73807900e-01 -1.22485170e+00  6.04900900e-01
  1.42938580e+00 -8.82662800e-01  2.78536350e-01 -8.56740800e-01
 -8.46634600e-01 -8.73547200e-01 -9.28539800e-01  3.12526940e-01
 -9.55353200e-02  3.67681440e-01 -7.60594760e-02  5.78009930e-02
 -6.70117200e-01  3.77491400e-01 -5.07361000e-01 -3.73949860e-01
  4.38775500e-01  3.23439870e-01 -7.29770960e-01 -1.55252120e+00
  5.58869500e-01  2.98999300e-01 -9.75378600e-01  5.46549800e-01
  6.22246040e-02 -4.73079870e-02  2.73554800e-02  1.04301920e+00
  1.12561630e+00  9.56608530e-01 -2.58479800e-03  1.46463350e-01
  1.58491220e-01  1.39038550e-01 -1.41453520e-01  7.12471700e-01
  2.09610760e-01  3.87766270e-01 -6.69557500e-01  1.32485890e-03
  2.37736340e-01  5.86419760e-01 -4.73100200e-01 -3.66178480e-01
  2.36220460e-01 -1.26975350e+00 -3.65608630e-01 -1.12649390e-01
 -1.58968360e-01 -4.90230700e-01  7.67078040e-01  1.39200210e-01
  2.06801770e-01  3.44437900e-01 -8.87427500e-02  3.10454200e-02
  1.16615960e+00  2.00944960e-01  1.30617210e+00  8.54659700e-01
  2.50728730e-01 -5.15505140e-01  2.41623390e-01  1.26377450e+00
  1.69613230e-01 -2.99843880e-01 -5.69427200e-01 -8.86400460e-01
 -1.67111770e-01  2.88278940e-01 -9.89724400e-01  3.08691650e-02
  4.94664130e-01  6.35824300e-01  4.41029370e-01 -6.57860860e-02
  1.24374930e+00 -1.92610060e-01 -1.29172620e-01 -9.06617640e-02
 -6.15311300e-01  6.28581200e-01  8.69067500e-03 -3.86858340e-01
 -5.77755100e-01 -6.30301500e-01 -5.50586400e-01  1.08130380e+00
 -5.86104330e-01 -1.56080990e-01 -1.63705860e-01  6.47609900e-01
 -3.12780900e-01 -1.21261800e-01 -2.14902130e-01 -6.30694200e-01
 -9.15169840e-01 -4.62075230e-01  1.71187970e-02  4.99504600e-01
 -1.26309780e-01 -2.03428570e-01  1.63270260e-01  5.97968640e-01
 -1.85306200e-01  3.41633740e-01 -5.72337900e-01  1.17679000e-02
 -2.87287460e-02  1.29524170e+00  6.49221300e-01 -1.05876625e-01
  1.02100520e+00 -1.14105940e+00 -3.88351400e-01 -1.03080380e+00
 -1.13154670e-01  3.25450200e-01  6.60356900e-02 -2.55978850e-01
  8.08978400e-01 -7.76471100e-02  1.12467160e+00 -6.10000250e-01
  9.30814800e-01  1.35156100e-01 -6.46557800e-02 -1.30238820e-01
 -1.48780980e+00 -4.81079580e-01  2.04357950e-01 -1.89688130e-02
 -1.46994590e-01 -1.25694730e+00 -8.04165700e-01  8.52488100e-02
  5.87459560e-01  4.50873170e-01 -1.81253150e+00  4.03741450e-02
  4.16571830e-01 -1.53245570e+00  1.53709020e-01  1.21417046e-01
 -1.43182200e-01  1.02258600e+00 -4.85169900e-01 -3.88149880e-02
 -1.72196870e-01 -2.74319560e-01  4.57949070e-01 -9.90488700e-02
 -8.62673460e-01  5.42282500e-02  9.35169340e-01  1.94117000e-01
 -6.22208360e-01 -6.19676600e-01  8.33350960e-01 -2.94730480e-01
  1.04137800e+00  2.79148970e-01  1.04475980e+00  4.32361160e-01
  1.79675610e-01 -6.87199230e-01 -1.05206130e+00 -2.16171800e+00]"
